id,ayah_no_quran,surah_no,surah_name_ar,surah_name_en,surah_name_roman,ayah_no_surah,text_ar,text_en_primary,text_en_yusufali,text_en_pickthall,text_en_arberry,juz_no,ruko_no,hizb_quarter,manzil_no,place_of_revelation,sajdah_ayah,no_of_words,topic,subtopic
1742,1742,13,الرعد,The Thunder,Ar-Ra'd,35,۞ مَّثَلُ ٱلْجَنَّةِ ٱلَّتِى وُعِدَ ٱلْمُتَّقُونَ ۖ تَجْرِى مِن تَحْتِهَا ٱلْأَنْهَٰرُ ۖ أُكُلُهَا دَآئِمٌۭ وَظِلُّهَا ۚ تِلْكَ عُقْبَى ٱلَّذِينَ ٱتَّقَوا۟ ۖ وَّعُقْبَى ٱلْكَٰفِرِينَ ٱلنَّارُ,The description of the Paradise promised to the righteous is that under it rivers flow; eternal is its fruit as well as its shade. That is the ˹ultimate˺ outcome for the righteous. But the outcome for the disbelievers is the Fire!,The parable of the Garden which the righteous are promised!- beneath it flow rivers: perpetual is the enjoyment thereof and the shade therein: such is the end of the Righteous; and the end of Unbelievers in the Fire.,"A similitude of the Garden which is promised unto those who keep their duty (to Allah): Underneath it rivers flow; its food is everlasting, and its shade; this is the reward of those who keep their duty, while the reward of disbelievers is the Fire.","The likeness of Paradise, that is promised to the godfearing: beneath it rivers flow, its produce is eternal, and its shade. That is the requital of the god-fearing; and the requital of the unbelievers is -- the Fire!",13,209,102,3,Medinan,FALSE,24,Faith & Nature,
1743,1743,13,الرعد,The Thunder,Ar-Ra'd,36,وَٱلَّذِينَ ءَاتَيْنَٰهُمُ ٱلْكِتَٰبَ يَفْرَحُونَ بِمَآ أُنزِلَ إِلَيْكَ ۖ وَمِنَ ٱلْأَحْزَابِ مَن يُنكِرُ بَعْضَهُۥ ۚ قُلْ إِنَّمَآ أُمِرْتُ أَنْ أَعْبُدَ ٱللَّهَ وَلَآ أُشْرِكَ بِهِۦٓ ۚ إِلَيْهِ أَدْعُوا۟ وَإِلَيْهِ مَـَٔابِ,"˹The believers among˺ those who were given the Scripture rejoice at what has been revealed to you ˹O Prophet˺, while some ˹disbelieving˺ factions deny a portion of it. Say, “I have only been commanded to worship Allah, associating none with Him ˹in worship˺. To Him I invite ˹all˺, and to Him is my return.”","Those to whom We have given the Book rejoice at what hath been revealed unto thee: but there are among the clans those who reject a part thereof. Say: ""I am commanded to worship God, and not to join partners with Him. Unto Him do I call, and unto Him is my return.""","Those unto whom We gave the Scripture rejoice in that which is revealed unto thee. And of the clans there are who deny some of it. Say: I am commanded only that I serve Allah and ascribe unto Him no partner. Unto Him I cry, and unto Him is my return.","And those to whom We have given the Book rejoice in what is sent down unto thee; and of the parties some reject some of it. Say: ’I have only been commanded to serve God, and not to associate aught with Him. To Him I call, and to Him I turn.’",13,209,102,3,Medinan,FALSE,28,Faith & Nature,
1744,1744,13,الرعد,The Thunder,Ar-Ra'd,37,وَكَذَٰلِكَ أَنزَلْنَٰهُ حُكْمًا عَرَبِيًّۭا ۚ وَلَئِنِ ٱتَّبَعْتَ أَهْوَآءَهُم بَعْدَمَا جَآءَكَ مِنَ ٱلْعِلْمِ مَا لَكَ مِنَ ٱللَّهِ مِن وَلِىٍّۢ وَلَا وَاقٍۢ,"And so We have revealed it as an authority in Arabic. And if you were to follow their desires after ˹all˺ the knowledge that has come to you, there would be none to protect or shield you from Allah.","Thus have We revealed it to be a judgment of authority in Arabic. Wert thou to follow their (vain) desires after the knowledge which hath reached thee, then wouldst thou find neither protector nor defender against God.","Thus have We revealed it, a decisive utterance in Arabic; and if thou shouldst follow their desires after that which hath come unto thee of knowledge, then truly wouldst thou have from Allah no protecting friend nor defender.","Even so We have sent it down as an Arabic judgment. And if thou dost follow their caprices, after the knowledge that has come to thee, thou shalt have no protector against God, and no defender.",13,209,102,3,Medinan,FALSE,20,Faith & Nature,
1745,1745,13,الرعد,The Thunder,Ar-Ra'd,38,وَلَقَدْ أَرْسَلْنَا رُسُلًۭا مِّن قَبْلِكَ وَجَعَلْنَا لَهُمْ أَزْوَٰجًۭا وَذُرِّيَّةًۭ ۚ وَمَا كَانَ لِرَسُولٍ أَن يَأْتِىَ بِـَٔايَةٍ إِلَّا بِإِذْنِ ٱللَّهِ ۗ لِكُلِّ أَجَلٍۢ كِتَابٌۭ,We have certainly sent messengers before you ˹O Prophet˺ and blessed them with wives and offspring. It was not for any messenger to bring a sign without Allah’s permission. Every destined matter has a ˹set˺ time.,"We did send apostles before thee, and appointed for them wives and children: and it was never the part of an apostle to bring a sign except as God permitted (or commanded). For each period is a Book (revealed).","And verily We sent messengers (to mankind) before thee, and We appointed for them wives and offspring, and it was not (given) to any messenger that he should bring a portent save by Allah’s leave. For everything there is a time prescribed.","And We sent Messengers before thee, and We assigned to them wives, and seed; and it was not for any Messengers to bring a sign, but by God’s leave. Every term has a Book.",13,210,102,3,Medinan,FALSE,23,Faith & Nature,Prophethood
1746,1746,13,الرعد,The Thunder,Ar-Ra'd,39,يَمْحُوا۟ ٱللَّهُ مَا يَشَآءُ وَيُثْبِتُ ۖ وَعِندَهُۥٓ أُمُّ ٱلْكِتَٰبِ,"Allah eliminates and confirms what He wills, and with Him is the Master Record.",God doth blot out or confirm what He pleaseth: with Him is the Mother of the Book.,"Allah effaceth what He will, and establisheth (what He will), and with Him is the source of ordinance.","God blots out, and He establishes whatsoever He will; and with Him is the Essence of the Book.",13,210,102,3,Medinan,FALSE,9,Faith & Nature,
1747,1747,13,الرعد,The Thunder,Ar-Ra'd,40,وَإِن مَّا نُرِيَنَّكَ بَعْضَ ٱلَّذِى نَعِدُهُمْ أَوْ نَتَوَفَّيَنَّكَ فَإِنَّمَا عَلَيْكَ ٱلْبَلَٰغُ وَعَلَيْنَا ٱلْحِسَابُ,"Whether We show you ˹O Prophet˺ some of what We threaten them with, or cause you to die ˹before that˺, your duty is only to deliver ˹the message˺. Judgment is for Us.","Whether We shall show thee (within thy life-time) part of what we promised them or take to ourselves thy soul (before it is all accomplished),- thy duty is to make (the Message) reach them: it is our part to call them to account.","Whether We let thee see something of that which We have promised them, or make thee die (before its happening), thine is but conveyance (of the message). Ours the reckoning.","Whether We show thee a part of that We promise them, or We call thee to Us, it is thine only to deliver the Message, and Ours the reckoning.",13,210,102,3,Medinan,FALSE,13,Faith & Nature,
1748,1748,13,الرعد,The Thunder,Ar-Ra'd,41,أَوَلَمْ يَرَوْا۟ أَنَّا نَأْتِى ٱلْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَٱللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِۦ ۚ وَهُوَ سَرِيعُ ٱلْحِسَابِ,Do they not see that We gradually reduce their land from its borders? Allah decides—none can reverse His decision. And He is swift in reckoning.,"See they not that We gradually reduce the land (in their control) from its outlying borders? (Where) God commands, there is none to put back His Command: and He is swift in calling to account.","See they not how we aim to the land, reducing it of its outlying parts ? (When) Allah doometh there is none that can postpone His doom, and He is swift at reckoning.",Have they not seen how We come to the land diminishing it in its extremities? God judges; none repels His judgment; He is swift at the reckoning.,13,210,102,3,Medinan,FALSE,18,Faith & Nature,Creation & Natural Signs
1749,1749,13,الرعد,The Thunder,Ar-Ra'd,42,وَقَدْ مَكَرَ ٱلَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ ٱلْمَكْرُ جَمِيعًۭا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍۢ ۗ وَسَيَعْلَمُ ٱلْكُفَّٰرُ لِمَنْ عُقْبَى ٱلدَّارِ,"Those ˹disbelievers˺ before them ˹secretly˺ planned, but Allah has the ultimate plan. He knows what every soul commits. And the disbelievers will soon know who will have the ultimate outcome.",Those before them did (also) devise plots; but in all things the master- planning is God’s He knoweth the doings of every soul: and soon will the Unbelievers know who gets home in the end.,Those who were before them plotted; but all plotting is Allah’s. He knoweth that which each soul earneth. The disbelievers will come to know for whom will be the sequel of the (heavenly) Home.,Those that were before them devised; but God’s is the devising altogether. He knows what every soul earns. The unbelievers shall assuredly know whose will be the Ultimate Abode.,13,210,102,3,Medinan,FALSE,20,Faith & Nature,
1750,1750,13,الرعد,The Thunder,Ar-Ra'd,43,وَيَقُولُ ٱلَّذِينَ كَفَرُوا۟ لَسْتَ مُرْسَلًۭا ۚ قُلْ كَفَىٰ بِٱللَّهِ شَهِيدًۢا بَيْنِى وَبَيْنَكُمْ وَمَنْ عِندَهُۥ عِلْمُ ٱلْكِتَٰبِ,"The disbelievers say, “You ˹Muhammad˺ are no messenger.” Say, ˹O Prophet,˺ “Allah is sufficient as a Witness between me and you, as is whoever has knowledge of the Scripture.”","The Unbelievers say: ""No apostle art thou."" Say: ""Enough for a witness between me and you is God, and such as have knowledge of the Book.""","They who disbelieve say: Thou art no messenger (of Allah). Say: Allah, and whosoever hath knowledge of the Scripture, is sufficient witness between me and you.","The unbelievers say, ’Thou art not an Envoy.’ Say: ’God suffices as a witness between me and you, and whosoever possesses knowledge of the Book.’",13,210,102,3,Medinan,FALSE,16,Faith & Nature,
1751,1751,14,ابراهيم,Abraham,Ibrahim,1,الٓر ۚ كِتَٰبٌ أَنزَلْنَٰهُ إِلَيْكَ لِتُخْرِجَ ٱلنَّاسَ مِنَ ٱلظُّلُمَٰتِ إِلَى ٱلنُّورِ بِإِذْنِ رَبِّهِمْ إِلَىٰ صِرَٰطِ ٱلْعَزِيزِ ٱلْحَمِيدِ,"Alif-Lãm-Ra. ˹This is˺ a Book which We have revealed to you ˹O Prophet˺ so that you may lead people out of darkness and into light, by the Will of their Lord, to the Path of the Almighty, the Praiseworthy—","A. L. R. A Book which We have revealed unto thee, in order that thou mightest lead mankind out of the depths of darkness into light - by the leave of their Lord - to the Way of (Him) the Exalted in power, worthy of all praise!-","Alif. Lam. Ra. (This is) a Scripture which We have revealed unto thee (Muhammad) that thereby thou mayst bring forth mankind from darkness unto light, by the permission of their Lord, unto the path of the Mighty, the Owner of Praise,","Alif Lam Ra. A Book We have sent down to thee that thou mayest bring forth mankind from the shadows to the light by the leave of their Lord, to the path of the All-mighty, the All-laudable,",13,211,102,3,Meccan,FALSE,17,Faith & Gratitude,
1752,1752,14,ابراهيم,Abraham,Ibrahim,2,ٱللَّهِ ٱلَّذِى لَهُۥ مَا فِى ٱلسَّمَٰوَٰتِ وَمَا فِى ٱلْأَرْضِ ۗ وَوَيْلٌۭ لِّلْكَٰفِرِينَ مِنْ عَذَابٍۢ شَدِيدٍ,"Allah, to Whom belongs whatever is in the heavens and whatever is on the earth. And woe to the disbelievers because of a severe torment!","Of God, to Whom do belong all things in the heavens and on earth! But alas for the Unbelievers for a terrible penalty (their Unfaith will bring them)!-","Allah, unto Whom belongeth whatsoever is in the heavens and whatsoever is in the earth. and woe unto the disbelievers from an awful doom;","God, to whom belongs all that is in the heavens and all that is in the earth. And woe to the unbelievers for a terrible chastisement,",13,211,102,3,Meccan,FALSE,15,Faith & Gratitude,Creation & Natural Signs
1753,1753,14,ابراهيم,Abraham,Ibrahim,3,ٱلَّذِينَ يَسْتَحِبُّونَ ٱلْحَيَوٰةَ ٱلدُّنْيَا عَلَى ٱلْءَاخِرَةِ وَيَصُدُّونَ عَن سَبِيلِ ٱللَّهِ وَيَبْغُونَهَا عِوَجًا ۚ أُو۟لَٰٓئِكَ فِى ضَلَٰلٍۭ بَعِيدٍۢ,"˹They are˺ the ones who favour the life of this world over the Hereafter and hinder ˹others˺ from the Way of Allah, striving to make it ˹appear˺ crooked. It is they who have gone far astray.","Those who love the life of this world more than the Hereafter, who hinder (men) from the Path of God and seek therein something crooked: they are astray by a long distance.","Those who love the life of the world more than the Hereafter, and debar (men) from the way of Allah and would have it crooked: such are far astray.","such as prefer the present life over the world to come, and bar from God’s way, desiring to make it crooked -- they are in far error.",13,211,102,3,Meccan,FALSE,17,Faith & Gratitude,
